surveillance_network	site	week_ending_date	epiweeks	age_group	rate_per_100k	rsvpos	rsvtest	rsv_positivity	wili	flu_positivity
FluSurv-NET	Overall	2021-11-20	202146	Overall	0.2				2.41079	
FluSurv-NET	Overall	2021-11-20	202146	Overall	0.0				2.41079	
FluSurv-NET	Overall	2021-11-20	202146	Overall	0.1				2.41079	
FluSurv-NET	Overall	2021-11-20	202146	Overall	0.0				2.41079	
FluSurv-NET	Overall	2021-11-20	202146	Overall	0.1				2.41079	
FluSurv-NET	Overall	2021-11-20	202146	Overall	0.1				2.41079	
FluSurv-NET	Overall	2021-11-27	202147	Overall	0.1				2.51762	
FluSurv-NET	Overall	2021-11-27	202147	Overall	0.2				2.51762	
FluSurv-NET	Overall	2021-11-27	202147	Overall	0.3				2.51762	
FluSurv-NET	Overall	2021-11-27	202147	Overall	0.2				2.51762	
FluSurv-NET	Overall	2021-11-27	202147	Overall	0.1				2.51762	
FluSurv-NET	Overall	2021-11-27	202147	Overall	0.0				2.51762	
FluSurv-NET	Overall	2021-11-27	202147	Overall	0.1				2.51762	
FluSurv-NET	Overall	2021-11-27	202147	Overall	0.2				2.51762	
FluSurv-NET	Overall	2021-12-04	202148	Overall	0.2				2.55244	
FluSurv-NET	Overall	2021-12-04	202148	Overall	0.3				2.55244	
FluSurv-NET	Overall	2021-12-04	202148	Overall	0.5				2.55244	
FluSurv-NET	Overall	2021-12-04	202148	Overall	0.0				2.55244	
FluSurv-NET	Overall	2021-12-04	202148	Overall	0.2				2.55244	
FluSurv-NET	Overall	2021-12-04	202148	Overall	0.6				2.55244	
FluSurv-NET	Overall	2021-12-04	202148	Overall	0.2				2.55244	
FluSurv-NET	Overall	2021-12-04	202148	Overall	0.3				2.55244	
FluSurv-NET	Overall	2021-12-11	202149	Overall	0.5				2.72476	
FluSurv-NET	Overall	2021-12-11	202149	Overall	0.4				2.72476	
FluSurv-NET	Overall	2021-12-11	202149	Overall	0.7				2.72476	
FluSurv-NET	Overall	2021-12-11	202149	Overall	0.0				2.72476	
FluSurv-NET	Overall	2021-12-11	202149	Overall	0.4				2.72476	
FluSurv-NET	Overall	2021-12-11	202149	Overall	1.1				2.72476	
FluSurv-NET	Overall	2021-12-11	202149	Overall	0.4				2.72476	
FluSurv-NET	Overall	2021-12-11	202149	Overall	0.4				2.72476	
FluSurv-NET	Overall	2021-12-18	202150	Overall	0.6				3.14645	
FluSurv-NET	Overall	2021-12-18	202150	Overall	0.6				3.14645	
FluSurv-NET	Overall	2021-12-18	202150	Overall	1.1				3.14645	
FluSurv-NET	Overall	2021-12-18	202150	Overall	0.1				3.14645	
FluSurv-NET	Overall	2021-12-18	202150	Overall	0.4				3.14645	
FluSurv-NET	Overall	2021-12-18	202150	Overall	0.0				3.14645	
FluSurv-NET	Overall	2021-12-18	202150	Overall	0.5				3.14645	
FluSurv-NET	Overall	2021-12-18	202150	Overall	0.6				3.14645	
FluSurv-NET	Overall	2021-12-25	202151	Overall	0.8				4.00686	
FluSurv-NET	Overall	2021-12-25	202151	Overall	0.7				4.00686	
FluSurv-NET	Overall	2021-12-25	202151	Overall	1.0				4.00686	
FluSurv-NET	Overall	2021-12-25	202151	Overall	0.3				4.00686	
FluSurv-NET	Overall	2021-12-25	202151	Overall	0.5				4.00686	
FluSurv-NET	Overall	2021-12-25	202151	Overall	1.1				4.00686	
FluSurv-NET	Overall	2021-12-25	202151	Overall	0.7				4.00686	
FluSurv-NET	Overall	2021-12-25	202151	Overall	0.7				4.00686	
FluSurv-NET	Overall	2022-01-01	202152	Overall	0.9				4.90468	
FluSurv-NET	Overall	2022-01-01	202152	Overall	1.0				4.90468	
FluSurv-NET	Overall	2022-01-01	202152	Overall	1.0				4.90468	
FluSurv-NET	Overall	2022-01-01	202152	Overall	0.3				4.90468	
FluSurv-NET	Overall	2022-01-01	202152	Overall	1.0				4.90468	
FluSurv-NET	Overall	2022-01-01	202152	Overall	2.2				4.90468	
FluSurv-NET	Overall	2022-01-01	202152	Overall	1.0				4.90468	
FluSurv-NET	Overall	2022-01-01	202152	Overall	1.0				4.90468	
FluSurv-NET	Overall	2022-01-08	202201	Overall	0.7				4.32906	
FluSurv-NET	Overall	2022-01-08	202201	Overall	0.6				4.32906	
FluSurv-NET	Overall	2022-01-08	202201	Overall	0.7				4.32906	
FluSurv-NET	Overall	2022-01-08	202201	Overall	0.4				4.32906	
FluSurv-NET	Overall	2022-01-08	202201	Overall	0.7				4.32906	
FluSurv-NET	Overall	2022-01-08	202201	Overall	0.6				4.32906	
FluSurv-NET	Overall	2022-01-08	202201	Overall	0.6				4.32906	
FluSurv-NET	Overall	2022-01-08	202201	Overall	0.6				4.32906	
FluSurv-NET	Overall	2022-01-15	202202	Overall	0.5				3.5344	
FluSurv-NET	Overall	2022-01-15	202202	Overall	0.4				3.5344	
FluSurv-NET	Overall	2022-01-15	202202	Overall	0.5				3.5344	
FluSurv-NET	Overall	2022-01-15	202202	Overall	0.2				3.5344	
FluSurv-NET	Overall	2022-01-15	202202	Overall	0.6				3.5344	
FluSurv-NET	Overall	2022-01-15	202202	Overall	0.6				3.5344	
FluSurv-NET	Overall	2022-01-15	202202	Overall	0.3				3.5344	
FluSurv-NET	Overall	2022-01-15	202202	Overall	0.3				3.5344	
FluSurv-NET	Overall	2022-01-22	202203	Overall	0.2				2.82024	
FluSurv-NET	Overall	2022-01-22	202203	Overall	0.3				2.82024	
FluSurv-NET	Overall	2022-01-22	202203	Overall	0.3				2.82024	
FluSurv-NET	Overall	2022-01-22	202203	Overall	0.0				2.82024	
FluSurv-NET	Overall	2022-01-22	202203	Overall	0.4				2.82024	
FluSurv-NET	Overall	2022-01-22	202203	Overall	0.6				2.82024	
FluSurv-NET	Overall	2022-01-22	202203	Overall	0.2				2.82024	
FluSurv-NET	Overall	2022-01-22	202203	Overall	0.3				2.82024	
FluSurv-NET	Overall	2022-01-29	202204	Overall	0.2				2.06558	
FluSurv-NET	Overall	2022-01-29	202204	Overall	0.2				2.06558	
FluSurv-NET	Overall	2022-01-29	202204	Overall	0.2				2.06558	
FluSurv-NET	Overall	2022-01-29	202204	Overall	0.0				2.06558	
FluSurv-NET	Overall	2022-01-29	202204	Overall	0.2				2.06558	
FluSurv-NET	Overall	2022-01-29	202204	Overall	0.0				2.06558	
FluSurv-NET	Overall	2022-01-29	202204	Overall	0.2				2.06558	
FluSurv-NET	Overall	2022-01-29	202204	Overall	0.1				2.06558	
FluSurv-NET	Overall	2022-02-05	202205	Overall	0.1				1.68092	
FluSurv-NET	Overall	2022-02-05	202205	Overall	0.2				1.68092	
FluSurv-NET	Overall	2022-02-05	202205	Overall	0.3				1.68092	
FluSurv-NET	Overall	2022-02-05	202205	Overall	0.0				1.68092	
FluSurv-NET	Overall	2022-02-05	202205	Overall	0.2				1.68092	
FluSurv-NET	Overall	2022-02-05	202205	Overall	0.0				1.68092	
FluSurv-NET	Overall	2022-02-05	202205	Overall	0.2				1.68092	
FluSurv-NET	Overall	2022-02-05	202205	Overall	0.2				1.68092	
FluSurv-NET	Overall	2022-02-12	202206	Overall	0.2				1.44022	
FluSurv-NET	Overall	2022-02-12	202206	Overall	0.2				1.44022	
FluSurv-NET	Overall	2022-02-12	202206	Overall	0.3				1.44022	
FluSurv-NET	Overall	2022-02-12	202206	Overall	0.1				1.44022	
FluSurv-NET	Overall	2022-02-12	202206	Overall	0.3				1.44022	
FluSurv-NET	Overall	2022-02-12	202206	Overall	0.6				1.44022	
FluSurv-NET	Overall	2022-02-12	202206	Overall	0.1				1.44022	
FluSurv-NET	Overall	2022-02-12	202206	Overall	0.2				1.44022	
FluSurv-NET	Overall	2022-02-19	202207	Overall	0.3				1.48974	
FluSurv-NET	Overall	2022-02-19	202207	Overall	0.2				1.48974	
FluSurv-NET	Overall	2022-02-19	202207	Overall	0.3				1.48974	
FluSurv-NET	Overall	2022-02-19	202207	Overall	0.1				1.48974	
FluSurv-NET	Overall	2022-02-19	202207	Overall	0.2				1.48974	
FluSurv-NET	Overall	2022-02-19	202207	Overall	0.0				1.48974	
FluSurv-NET	Overall	2022-02-19	202207	Overall	0.2				1.48974	
FluSurv-NET	Overall	2022-02-19	202207	Overall	0.2				1.48974	
FluSurv-NET	Overall	2022-02-26	202208	Overall	0.3				1.46266	
FluSurv-NET	Overall	2022-02-26	202208	Overall	0.3				1.46266	
FluSurv-NET	Overall	2022-02-26	202208	Overall	0.3				1.46266	
FluSurv-NET	Overall	2022-02-26	202208	Overall	0.2				1.46266	
FluSurv-NET	Overall	2022-02-26	202208	Overall	0.4				1.46266	
FluSurv-NET	Overall	2022-02-26	202208	Overall	0.0				1.46266	
FluSurv-NET	Overall	2022-02-26	202208	Overall	0.3				1.46266	
FluSurv-NET	Overall	2022-02-26	202208	Overall	0.3				1.46266	
FluSurv-NET	Overall	2022-03-05	202209	Overall	0.3				1.58728	
FluSurv-NET	Overall	2022-03-05	202209	Overall	0.3				1.58728	
FluSurv-NET	Overall	2022-03-05	202209	Overall	0.5				1.58728	
FluSurv-NET	Overall	2022-03-05	202209	Overall	0.3				1.58728	
FluSurv-NET	Overall	2022-03-05	202209	Overall	0.3				1.58728	
FluSurv-NET	Overall	2022-03-05	202209	Overall	0.6				1.58728	
FluSurv-NET	Overall	2022-03-05	202209	Overall	0.3				1.58728	
FluSurv-NET	Overall	2022-03-05	202209	Overall	0.4				1.58728	
FluSurv-NET	Overall	2022-03-12	202210	Overall	0.4				1.70339	
FluSurv-NET	Overall	2022-03-12	202210	Overall	0.4				1.70339	
FluSurv-NET	Overall	2022-03-12	202210	Overall	0.5				1.70339	
FluSurv-NET	Overall	2022-03-12	202210	Overall	0.4				1.70339	
FluSurv-NET	Overall	2022-03-12	202210	Overall	0.5				1.70339	
FluSurv-NET	Overall	2022-03-12	202210	Overall	0.6				1.70339	
FluSurv-NET	Overall	2022-03-12	202210	Overall	0.4				1.70339	
FluSurv-NET	Overall	2022-03-12	202210	Overall	0.5				1.70339	
FluSurv-NET	Overall	2022-03-19	202211	Overall	0.7				1.83335	
FluSurv-NET	Overall	2022-03-19	202211	Overall	0.6				1.83335	
FluSurv-NET	Overall	2022-03-19	202211	Overall	0.6				1.83335	
FluSurv-NET	Overall	2022-03-19	202211	Overall	0.3				1.83335	
FluSurv-NET	Overall	2022-03-19	202211	Overall	0.8				1.83335	
FluSurv-NET	Overall	2022-03-19	202211	Overall	1.7				1.83335	
FluSurv-NET	Overall	2022-03-19	202211	Overall	0.6				1.83335	
FluSurv-NET	Overall	2022-03-19	202211	Overall	0.6				1.83335	
FluSurv-NET	Overall	2022-03-26	202212	Overall	0.8				1.87057	
FluSurv-NET	Overall	2022-03-26	202212	Overall	0.7				1.87057	
FluSurv-NET	Overall	2022-03-26	202212	Overall	1.0				1.87057	
FluSurv-NET	Overall	2022-03-26	202212	Overall	0.3				1.87057	
FluSurv-NET	Overall	2022-03-26	202212	Overall	0.9				1.87057	
FluSurv-NET	Overall	2022-03-26	202212	Overall	1.1				1.87057	
FluSurv-NET	Overall	2022-03-26	202212	Overall	0.6				1.87057	
FluSurv-NET	Overall	2022-03-26	202212	Overall	0.6				1.87057	
FluSurv-NET	Overall	2022-04-02	202213	Overall	1.0				1.97612	
FluSurv-NET	Overall	2022-04-02	202213	Overall	0.9				1.97612	
FluSurv-NET	Overall	2022-04-02	202213	Overall	1.2				1.97612	
FluSurv-NET	Overall	2022-04-02	202213	Overall	0.3				1.97612	
FluSurv-NET	Overall	2022-04-02	202213	Overall	1.2				1.97612	
FluSurv-NET	Overall	2022-04-02	202213	Overall	2.8				1.97612	
FluSurv-NET	Overall	2022-04-02	202213	Overall	0.9				1.97612	
FluSurv-NET	Overall	2022-04-02	202213	Overall	0.9				1.97612	
FluSurv-NET	Overall	2022-04-09	202214	Overall	1.2				2.07126	
FluSurv-NET	Overall	2022-04-09	202214	Overall	1.1				2.07126	
FluSurv-NET	Overall	2022-04-09	202214	Overall	1.4				2.07126	
FluSurv-NET	Overall	2022-04-09	202214	Overall	0.5				2.07126	
FluSurv-NET	Overall	2022-04-09	202214	Overall	1.6				2.07126	
FluSurv-NET	Overall	2022-04-09	202214	Overall	2.2				2.07126	
FluSurv-NET	Overall	2022-04-09	202214	Overall	0.9				2.07126	
FluSurv-NET	Overall	2022-04-09	202214	Overall	1.0				2.07126	
FluSurv-NET	Overall	2022-04-16	202215	Overall	1.2				2.16302	
FluSurv-NET	Overall	2022-04-16	202215	Overall	1.1				2.16302	
FluSurv-NET	Overall	2022-04-16	202215	Overall	1.4				2.16302	
FluSurv-NET	Overall	2022-04-16	202215	Overall	0.5				2.16302	
FluSurv-NET	Overall	2022-04-16	202215	Overall	0.9				2.16302	
FluSurv-NET	Overall	2022-04-16	202215	Overall	1.1				2.16302	
FluSurv-NET	Overall	2022-04-16	202215	Overall	1.0				2.16302	
FluSurv-NET	Overall	2022-04-16	202215	Overall	1.0				2.16302	
FluSurv-NET	Overall	2022-04-23	202216	Overall	1.3				2.20418	
FluSurv-NET	Overall	2022-04-23	202216	Overall	1.2				2.20418	
FluSurv-NET	Overall	2022-04-23	202216	Overall	1.4				2.20418	
FluSurv-NET	Overall	2022-04-23	202216	Overall	0.3				2.20418	
FluSurv-NET	Overall	2022-04-23	202216	Overall	1.3				2.20418	
FluSurv-NET	Overall	2022-04-23	202216	Overall	3.4				2.20418	
FluSurv-NET	Overall	2022-04-23	202216	Overall	1.1				2.20418	
FluSurv-NET	Overall	2022-04-23	202216	Overall	1.0				2.20418	
FluSurv-NET	Overall	2022-04-30	202217	Overall	1.3				2.24681	
FluSurv-NET	Overall	2022-04-30	202217	Overall	1.2				2.24681	
FluSurv-NET	Overall	2022-04-30	202217	Overall	1.2				2.24681	
FluSurv-NET	Overall	2022-04-30	202217	Overall	0.5				2.24681	
FluSurv-NET	Overall	2022-04-30	202217	Overall	1.5				2.24681	
FluSurv-NET	Overall	2022-04-30	202217	Overall	4.5				2.24681	
FluSurv-NET	Overall	2022-04-30	202217	Overall	1.1				2.24681	
FluSurv-NET	Overall	2022-04-30	202217	Overall	1.1				2.24681	
FluSurv-NET	Overall	2022-05-07	202218	Overall	1.2				2.3613	
FluSurv-NET	Overall	2022-05-07	202218	Overall	1.1				2.3613	
FluSurv-NET	Overall	2022-05-07	202218	Overall	1.4				2.3613	
FluSurv-NET	Overall	2022-05-07	202218	Overall	0.4				2.3613	
FluSurv-NET	Overall	2022-05-07	202218	Overall	1.6				2.3613	
FluSurv-NET	Overall	2022-05-07	202218	Overall	4.5				2.3613	
FluSurv-NET	Overall	2022-05-07	202218	Overall	0.9				2.3613	
FluSurv-NET	Overall	2022-05-07	202218	Overall	1.0				2.3613	
FluSurv-NET	Overall	2022-05-14	202219	Overall	1.1				2.48314	
FluSurv-NET	Overall	2022-05-14	202219	Overall	1.0				2.48314	
FluSurv-NET	Overall	2022-05-14	202219	Overall	1.4				2.48314	
FluSurv-NET	Overall	2022-05-14	202219	Overall	0.5				2.48314	
FluSurv-NET	Overall	2022-05-14	202219	Overall	1.4				2.48314	
FluSurv-NET	Overall	2022-05-14	202219	Overall	2.8				2.48314	
FluSurv-NET	Overall	2022-05-14	202219	Overall	0.9				2.48314	
FluSurv-NET	Overall	2022-05-14	202219	Overall	0.9				2.48314	
FluSurv-NET	Overall	2022-05-21	202220	Overall	0.8				2.45354	
FluSurv-NET	Overall	2022-05-21	202220	Overall	0.8				2.45354	
FluSurv-NET	Overall	2022-05-21	202220	Overall	1.0				2.45354	
FluSurv-NET	Overall	2022-05-21	202220	Overall	0.3				2.45354	
FluSurv-NET	Overall	2022-05-21	202220	Overall	1.0				2.45354	
FluSurv-NET	Overall	2022-05-21	202220	Overall	3.4				2.45354	
FluSurv-NET	Overall	2022-05-21	202220	Overall	0.6				2.45354	
FluSurv-NET	Overall	2022-05-21	202220	Overall	0.7				2.45354	
FluSurv-NET	Overall	2022-05-28	202221	Overall	0.7				2.39624	
FluSurv-NET	Overall	2022-05-28	202221	Overall	0.6				2.39624	
FluSurv-NET	Overall	2022-05-28	202221	Overall	0.9				2.39624	
FluSurv-NET	Overall	2022-05-28	202221	Overall	0.3				2.39624	
FluSurv-NET	Overall	2022-05-28	202221	Overall	1.1				2.39624	
FluSurv-NET	Overall	2022-05-28	202221	Overall	3.4				2.39624	
FluSurv-NET	Overall	2022-05-28	202221	Overall	0.5				2.39624	
FluSurv-NET	Overall	2022-05-28	202221	Overall	0.6				2.39624	
FluSurv-NET	Overall	2022-06-04	202222	Overall	0.6				2.4335	
FluSurv-NET	Overall	2022-06-04	202222	Overall	0.5				2.4335	
FluSurv-NET	Overall	2022-06-04	202222	Overall	0.7				2.4335	
FluSurv-NET	Overall	2022-06-04	202222	Overall	0.3				2.4335	
FluSurv-NET	Overall	2022-06-04	202222	Overall	0.7				2.4335	
FluSurv-NET	Overall	2022-06-04	202222	Overall	3.9				2.4335	
FluSurv-NET	Overall	2022-06-04	202222	Overall	0.3				2.4335	
FluSurv-NET	Overall	2022-06-04	202222	Overall	0.4				2.4335	
FluSurv-NET	Overall	2022-06-11	202223	Overall	0.4				2.16334	
FluSurv-NET	Overall	2022-06-11	202223	Overall	0.3				2.16334	
FluSurv-NET	Overall	2022-06-11	202223	Overall	0.4				2.16334	
FluSurv-NET	Overall	2022-06-11	202223	Overall	0.2				2.16334	
FluSurv-NET	Overall	2022-06-11	202223	Overall	0.4				2.16334	
FluSurv-NET	Overall	2022-06-11	202223	Overall	1.1				2.16334	
FluSurv-NET	Overall	2022-06-11	202223	Overall	0.3				2.16334	
FluSurv-NET	Overall	2022-06-11	202223	Overall	0.3				2.16334	
FluSurv-NET	Overall	2022-10-08	202240	Overall	0.4				2.61257	0.027000000000000003
FluSurv-NET	Overall	2022-10-08	202240	Overall	0.4				2.61257	0.027000000000000003
FluSurv-NET	Overall	2022-10-08	202240	Overall	1.1				2.61257	0.027000000000000003
FluSurv-NET	Overall	2022-10-08	202240	Overall	0.2				2.61257	0.027000000000000003
FluSurv-NET	Overall	2022-10-08	202240	Overall	0.3				2.61257	0.027000000000000003
FluSurv-NET	Overall	2022-10-08	202240	Overall	0.0				2.61257	0.027000000000000003
FluSurv-NET	Overall	2022-10-08	202240	Overall	0.3				2.61257	0.027000000000000003
FluSurv-NET	Overall	2022-10-08	202240	Overall	0.4				2.61257	0.027000000000000003
FluSurv-NET	Overall	2022-10-15	202241	Overall	0.7				3.00763	0.035
FluSurv-NET	Overall	2022-10-15	202241	Overall	0.6				3.00763	0.035
FluSurv-NET	Overall	2022-10-15	202241	Overall	1.8				3.00763	0.035
FluSurv-NET	Overall	2022-10-15	202241	Overall	0.2				3.00763	0.035
FluSurv-NET	Overall	2022-10-15	202241	Overall	0.4				3.00763	0.035
FluSurv-NET	Overall	2022-10-15	202241	Overall	0.0				3.00763	0.035
FluSurv-NET	Overall	2022-10-15	202241	Overall	0.3				3.00763	0.035
FluSurv-NET	Overall	2022-10-15	202241	Overall	0.4				3.00763	0.035
FluSurv-NET	Overall	2022-10-22	202242	Overall	0.9				3.31975	0.054000000000000006
FluSurv-NET	Overall	2022-10-22	202242	Overall	0.9				3.31975	0.054000000000000006
FluSurv-NET	Overall	2022-10-22	202242	Overall	2.5				3.31975	0.054000000000000006
FluSurv-NET	Overall	2022-10-22	202242	Overall	0.3				3.31975	0.054000000000000006
FluSurv-NET	Overall	2022-10-22	202242	Overall	0.6				3.31975	0.054000000000000006
FluSurv-NET	Overall	2022-10-22	202242	Overall	1.7				3.31975	0.054000000000000006
FluSurv-NET	Overall	2022-10-22	202242	Overall	0.6				3.31975	0.054000000000000006
FluSurv-NET	Overall	2022-10-22	202242	Overall	0.9				3.31975	0.054000000000000006
FluSurv-NET	Overall	2022-10-29	202243	Overall	2.1				4.3682	0.084
FluSurv-NET	Overall	2022-10-29	202243	Overall	1.7				4.3682	0.084
FluSurv-NET	Overall	2022-10-29	202243	Overall	5.2				4.3682	0.084
FluSurv-NET	Overall	2022-10-29	202243	Overall	0.9				4.3682	0.084
FluSurv-NET	Overall	2022-10-29	202243	Overall	1.1				4.3682	0.084
FluSurv-NET	Overall	2022-10-29	202243	Overall	0.0				4.3682	0.084
FluSurv-NET	Overall	2022-10-29	202243	Overall	1.1				4.3682	0.084
FluSurv-NET	Overall	2022-10-29	202243	Overall	1.4				4.3682	0.084
FluSurv-NET	Overall	2022-11-05	202244	Overall	2.7				5.42144	0.128
FluSurv-NET	Overall	2022-11-05	202244	Overall	2.5				5.42144	0.128
FluSurv-NET	Overall	2022-11-05	202244	Overall	6.2				5.42144	0.128
FluSurv-NET	Overall	2022-11-05	202244	Overall	0.9				5.42144	0.128
FluSurv-NET	Overall	2022-11-05	202244	Overall	1.6				5.42144	0.128
FluSurv-NET	Overall	2022-11-05	202244	Overall	2.8				5.42144	0.128
FluSurv-NET	Overall	2022-11-05	202244	Overall	1.8				5.42144	0.128
FluSurv-NET	Overall	2022-11-05	202244	Overall	2.2				5.42144	0.128
FluSurv-NET	Overall	2022-11-12	202245	Overall	3.6				5.73522	0.149
FluSurv-NET	Overall	2022-11-12	202245	Overall	3.2				5.73522	0.149
FluSurv-NET	Overall	2022-11-12	202245	Overall	6.8				5.73522	0.149
FluSurv-NET	Overall	2022-11-12	202245	Overall	1.4				5.73522	0.149
FluSurv-NET	Overall	2022-11-12	202245	Overall	2.6				5.73522	0.149
FluSurv-NET	Overall	2022-11-12	202245	Overall	4.0				5.73522	0.149
FluSurv-NET	Overall	2022-11-12	202245	Overall	2.4				5.73522	0.149
FluSurv-NET	Overall	2022-11-12	202245	Overall	2.8				5.73522	0.149
FluSurv-NET	Overall	2022-11-19	202246	Overall	4.0				5.91793	0.183
FluSurv-NET	Overall	2022-11-19	202246	Overall	3.9				5.91793	0.183
FluSurv-NET	Overall	2022-11-19	202246	Overall	6.9				5.91793	0.183
FluSurv-NET	Overall	2022-11-19	202246	Overall	2.3				5.91793	0.183
FluSurv-NET	Overall	2022-11-19	202246	Overall	3.0				5.91793	0.183
FluSurv-NET	Overall	2022-11-19	202246	Overall	7.9				5.91793	0.183
FluSurv-NET	Overall	2022-11-19	202246	Overall	3.1				5.91793	0.183
FluSurv-NET	Overall	2022-11-19	202246	Overall	3.8				5.91793	0.183
FluSurv-NET	Overall	2022-11-26	202247	Overall	7.8				7.42531	0.258
FluSurv-NET	Overall	2022-11-26	202247	Overall	6.9				7.42531	0.258
FluSurv-NET	Overall	2022-11-26	202247	Overall	11.4				7.42531	0.258
FluSurv-NET	Overall	2022-11-26	202247	Overall	3.4				7.42531	0.258
FluSurv-NET	Overall	2022-11-26	202247	Overall	5.6				7.42531	0.258
FluSurv-NET	Overall	2022-11-26	202247	Overall	8.5				7.42531	0.258
FluSurv-NET	Overall	2022-11-26	202247	Overall	6.2				7.42531	0.258
FluSurv-NET	Overall	2022-11-26	202247	Overall	6.0				7.42531	0.258
FluSurv-NET	Overall	2022-12-03	202248	Overall	9.5				7.21822	0.256
FluSurv-NET	Overall	2022-12-03	202248	Overall	8.7				7.21822	0.256
FluSurv-NET	Overall	2022-12-03	202248	Overall	11.7				7.21822	0.256
FluSurv-NET	Overall	2022-12-03	202248	Overall	4.2				7.21822	0.256
FluSurv-NET	Overall	2022-12-03	202248	Overall	8.2				7.21822	0.256
FluSurv-NET	Overall	2022-12-03	202248	Overall	15.8				7.21822	0.256
FluSurv-NET	Overall	2022-12-03	202248	Overall	8.3				7.21822	0.256
FluSurv-NET	Overall	2022-12-03	202248	Overall	7.8				7.21822	0.256
FluSurv-NET	Overall	2022-12-10	202249	Overall	8.0				6.87034	0.263
FluSurv-NET	Overall	2022-12-10	202249	Overall	7.3				6.87034	0.263
FluSurv-NET	Overall	2022-12-10	202249	Overall	9.4				6.87034	0.263
FluSurv-NET	Overall	2022-12-10	202249	Overall	3.5				6.87034	0.263
FluSurv-NET	Overall	2022-12-10	202249	Overall	7.9				6.87034	0.263
FluSurv-NET	Overall	2022-12-10	202249	Overall	11.3				6.87034	0.263
FluSurv-NET	Overall	2022-12-10	202249	Overall	6.9				6.87034	0.263
FluSurv-NET	Overall	2022-12-10	202249	Overall	6.6				6.87034	0.263
FluSurv-NET	Overall	2022-12-17	202250	Overall	6.9				6.29772	0.245
FluSurv-NET	Overall	2022-12-17	202250	Overall	6.4				6.29772	0.245
FluSurv-NET	Overall	2022-12-17	202250	Overall	6.7				6.29772	0.245
FluSurv-NET	Overall	2022-12-17	202250	Overall	2.9				6.29772	0.245
FluSurv-NET	Overall	2022-12-17	202250	Overall	6.7				6.29772	0.245
FluSurv-NET	Overall	2022-12-17	202250	Overall	10.2				6.29772	0.245
FluSurv-NET	Overall	2022-12-17	202250	Overall	6.5				6.29772	0.245
FluSurv-NET	Overall	2022-12-17	202250	Overall	5.8				6.29772	0.245
FluSurv-NET	Overall	2022-12-24	202251	Overall	5.7				6.00293	0.20800000000000002
FluSurv-NET	Overall	2022-12-24	202251	Overall	5.6				6.00293	0.20800000000000002
FluSurv-NET	Overall	2022-12-24	202251	Overall	5.8				6.00293	0.20800000000000002
FluSurv-NET	Overall	2022-12-24	202251	Overall	2.5				6.00293	0.20800000000000002
FluSurv-NET	Overall	2022-12-24	202251	Overall	5.8				6.00293	0.20800000000000002
FluSurv-NET	Overall	2022-12-24	202251	Overall	10.8				6.00293	0.20800000000000002
FluSurv-NET	Overall	2022-12-24	202251	Overall	5.8				6.00293	0.20800000000000002
FluSurv-NET	Overall	2022-12-24	202251	Overall	5.5				6.00293	0.20800000000000002
FluSurv-NET	Overall	2022-12-31	202252	Overall	5.5				5.33838	0.149
FluSurv-NET	Overall	2022-12-31	202252	Overall	5.2				5.33838	0.149
FluSurv-NET	Overall	2022-12-31	202252	Overall	4.9				5.33838	0.149
FluSurv-NET	Overall	2022-12-31	202252	Overall	2.4				5.33838	0.149
FluSurv-NET	Overall	2022-12-31	202252	Overall	4.7				5.33838	0.149
FluSurv-NET	Overall	2022-12-31	202252	Overall	10.8				5.33838	0.149
FluSurv-NET	Overall	2022-12-31	202252	Overall	5.6				5.33838	0.149
FluSurv-NET	Overall	2022-12-31	202252	Overall	4.8				5.33838	0.149
FluSurv-NET	Overall	2023-01-07	202301	Overall	3.1				3.93482	0.086
FluSurv-NET	Overall	2023-01-07	202301	Overall	3.0				3.93482	0.086
FluSurv-NET	Overall	2023-01-07	202301	Overall	2.8				3.93482	0.086
FluSurv-NET	Overall	2023-01-07	202301	Overall	1.6				3.93482	0.086
FluSurv-NET	Overall	2023-01-07	202301	Overall	2.5				3.93482	0.086
FluSurv-NET	Overall	2023-01-07	202301	Overall	5.1				3.93482	0.086
FluSurv-NET	Overall	2023-01-07	202301	Overall	3.2				3.93482	0.086
FluSurv-NET	Overall	2023-01-07	202301	Overall	2.9				3.93482	0.086
FluSurv-NET	Overall	2023-01-14	202302	Overall	1.3				2.94553	0.046
FluSurv-NET	Overall	2023-01-14	202302	Overall	1.3				2.94553	0.046
FluSurv-NET	Overall	2023-01-14	202302	Overall	1.3				2.94553	0.046
FluSurv-NET	Overall	2023-01-14	202302	Overall	0.3				2.94553	0.046
FluSurv-NET	Overall	2023-01-14	202302	Overall	1.4				2.94553	0.046
FluSurv-NET	Overall	2023-01-14	202302	Overall	2.8				2.94553	0.046
FluSurv-NET	Overall	2023-01-14	202302	Overall	1.3				2.94553	0.046
FluSurv-NET	Overall	2023-01-14	202302	Overall	1.3				2.94553	0.046
FluSurv-NET	Overall	2023-01-21	202303	Overall	0.8				2.63811	0.028999999999999998
FluSurv-NET	Overall	2023-01-21	202303	Overall	0.8				2.63811	0.028999999999999998
FluSurv-NET	Overall	2023-01-21	202303	Overall	1.1				2.63811	0.028999999999999998
FluSurv-NET	Overall	2023-01-21	202303	Overall	0.3				2.63811	0.028999999999999998
