surveillance_network	site	week_ending_date	epiweeks	age_group	rate_per_100k	rsvpos	rsvtest	rsv_positivity	wili	flu_positivity	ed_influenza_pct_65p	ed_rsv_pct_65p
FluSurv-NET	Overall	2024-01-20	202403	Overall	3.3				4.32446	0.149	0.016	0.004
FluSurv-NET	Overall	2024-01-20	202403	Overall	7.3				4.32446	0.149	0.016	0.004
FluSurv-NET	Overall	2024-01-20	202403	Overall	3.8				4.32446	0.149	0.016	0.004
FluSurv-NET	Overall	2024-01-20	202403	Overall	6.0				4.32446	0.149	0.016	0.004
FluSurv-NET	Overall	2024-01-20	202403	Overall	4.1				4.32446	0.149	0.016	0.004
FluSurv-NET	Overall	2024-01-27	202404	Overall	4.2				4.22972	0.161	0.015	0.003
FluSurv-NET	Overall	2024-01-27	202404	Overall	3.9				4.22972	0.161	0.015	0.003
FluSurv-NET	Overall	2024-01-27	202404	Overall	1.5				4.22972	0.161	0.015	0.003
FluSurv-NET	Overall	2024-01-27	202404	Overall	2.9				4.22972	0.161	0.015	0.003
FluSurv-NET	Overall	2024-01-27	202404	Overall	7.5				4.22972	0.161	0.015	0.003
FluSurv-NET	Overall	2024-01-27	202404	Overall	3.6				4.22972	0.161	0.015	0.003
FluSurv-NET	Overall	2024-01-27	202404	Overall	7.0				4.22972	0.161	0.015	0.003
FluSurv-NET	Overall	2024-01-27	202404	Overall	3.7				4.22972	0.161	0.015	0.003
FluSurv-NET	Overall	2024-02-03	202405	Overall	3.6				4.42065	0.163	0.013999999999999999	0.003
FluSurv-NET	Overall	2024-02-03	202405	Overall	3.5				4.42065	0.163	0.013999999999999999	0.003
FluSurv-NET	Overall	2024-02-03	202405	Overall	1.2				4.42065	0.163	0.013999999999999999	0.003
FluSurv-NET	Overall	2024-02-03	202405	Overall	2.6				4.42065	0.163	0.013999999999999999	0.003
FluSurv-NET	Overall	2024-02-03	202405	Overall	5.5				4.42065	0.163	0.013999999999999999	0.003
FluSurv-NET	Overall	2024-02-03	202405	Overall	3.4				4.42065	0.163	0.013999999999999999	0.003
FluSurv-NET	Overall	2024-02-03	202405	Overall	4.3				4.42065	0.163	0.013999999999999999	0.003
FluSurv-NET	Overall	2024-02-03	202405	Overall	3.4				4.42065	0.163	0.013999999999999999	0.003
FluSurv-NET	Overall	2024-02-10	202406	Overall	3.8				4.45705	0.159	0.013999999999999999	0.002
FluSurv-NET	Overall	2024-02-10	202406	Overall	3.5				4.45705	0.159	0.013999999999999999	0.002
FluSurv-NET	Overall	2024-02-10	202406	Overall	1.5				4.45705	0.159	0.013999999999999999	0.002
FluSurv-NET	Overall	2024-02-10	202406	Overall	2.5				4.45705	0.159	0.013999999999999999	0.002
FluSurv-NET	Overall	2024-02-10	202406	Overall	5.5				4.45705	0.159	0.013999999999999999	0.002
FluSurv-NET	Overall	2024-02-10	202406	Overall	3.4				4.45705	0.159	0.013999999999999999	0.002
FluSurv-NET	Overall	2024-02-10	202406	Overall	4.9				4.45705	0.159	0.013999999999999999	0.002
FluSurv-NET	Overall	2024-02-10	202406	Overall	3.2				4.45705	0.159	0.013999999999999999	0.002
FluSurv-NET	Overall	2024-02-17	202407	Overall	3.5				4.35511	0.156	0.013000000000000001	0.002
FluSurv-NET	Overall	2024-02-17	202407	Overall	3.3				4.35511	0.156	0.013000000000000001	0.002
FluSurv-NET	Overall	2024-02-17	202407	Overall	1.3				4.35511	0.156	0.013000000000000001	0.002
FluSurv-NET	Overall	2024-02-17	202407	Overall	2.0				4.35511	0.156	0.013000000000000001	0.002
FluSurv-NET	Overall	2024-02-17	202407	Overall	5.4				4.35511	0.156	0.013000000000000001	0.002
FluSurv-NET	Overall	2024-02-17	202407	Overall	3.4				4.35511	0.156	0.013000000000000001	0.002
FluSurv-NET	Overall	2024-02-17	202407	Overall	3.8				4.35511	0.156	0.013000000000000001	0.002
FluSurv-NET	Overall	2024-02-17	202407	Overall	3.2				4.35511	0.156	0.013000000000000001	0.002
FluSurv-NET	Overall	2024-02-24	202408	Overall	3.5				4.33545	0.155	0.013999999999999999	0.002
FluSurv-NET	Overall	2024-02-24	202408	Overall	3.3				4.33545	0.155	0.013999999999999999	0.002
FluSurv-NET	Overall	2024-02-24	202408	Overall	1.4				4.33545	0.155	0.013999999999999999	0.002
FluSurv-NET	Overall	2024-02-24	202408	Overall	2.0				4.33545	0.155	0.013999999999999999	0.002
FluSurv-NET	Overall	2024-02-24	202408	Overall	5.2				4.33545	0.155	0.013999999999999999	0.002
FluSurv-NET	Overall	2024-02-24	202408	Overall	3.4				4.33545	0.155	0.013999999999999999	0.002
FluSurv-NET	Overall	2024-02-24	202408	Overall	5.4				4.33545	0.155	0.013999999999999999	0.002
FluSurv-NET	Overall	2024-02-24	202408	Overall	3.1				4.33545	0.155	0.013999999999999999	0.002
FluSurv-NET	Overall	2024-03-02	202409	Overall	3.5				4.0587	0.149	0.013999999999999999	0.002
FluSurv-NET	Overall	2024-03-02	202409	Overall	3.3				4.0587	0.149	0.013999999999999999	0.002
FluSurv-NET	Overall	2024-03-02	202409	Overall	1.4				4.0587	0.149	0.013999999999999999	0.002
FluSurv-NET	Overall	2024-03-02	202409	Overall	2.0				4.0587	0.149	0.013999999999999999	0.002
FluSurv-NET	Overall	2024-03-02	202409	Overall	5.1				4.0587	0.149	0.013999999999999999	0.002
FluSurv-NET	Overall	2024-03-02	202409	Overall	3.4				4.0587	0.149	0.013999999999999999	0.002
FluSurv-NET	Overall	2024-03-02	202409	Overall	4.3				4.0587	0.149	0.013999999999999999	0.002
FluSurv-NET	Overall	2024-03-02	202409	Overall	3.2				4.0587	0.149	0.013999999999999999	0.002
FluSurv-NET	Overall	2024-03-09	202410	Overall	2.8				3.72797	0.142	0.012	0.001
FluSurv-NET	Overall	2024-03-09	202410	Overall	2.7				3.72797	0.142	0.012	0.001
FluSurv-NET	Overall	2024-03-09	202410	Overall	0.9				3.72797	0.142	0.012	0.001
FluSurv-NET	Overall	2024-03-09	202410	Overall	2.0				3.72797	0.142	0.012	0.001
FluSurv-NET	Overall	2024-03-09	202410	Overall	3.8				3.72797	0.142	0.012	0.001
FluSurv-NET	Overall	2024-03-09	202410	Overall	2.9				3.72797	0.142	0.012	0.001
FluSurv-NET	Overall	2024-03-09	202410	Overall	2.7				3.72797	0.142	0.012	0.001
FluSurv-NET	Overall	2024-03-09	202410	Overall	2.5				3.72797	0.142	0.012	0.001
FluSurv-NET	Overall	2024-03-16	202411	Overall	2.2				3.39722	0.11900000000000001	0.009000000000000001	0.001
FluSurv-NET	Overall	2024-03-16	202411	Overall	2.1				3.39722	0.11900000000000001	0.009000000000000001	0.001
FluSurv-NET	Overall	2024-03-16	202411	Overall	0.9				3.39722	0.11900000000000001	0.009000000000000001	0.001
FluSurv-NET	Overall	2024-03-16	202411	Overall	1.5				3.39722	0.11900000000000001	0.009000000000000001	0.001
FluSurv-NET	Overall	2024-03-16	202411	Overall	2.8				3.39722	0.11900000000000001	0.009000000000000001	0.001
FluSurv-NET	Overall	2024-03-16	202411	Overall	2.3				3.39722	0.11900000000000001	0.009000000000000001	0.001
FluSurv-NET	Overall	2024-03-16	202411	Overall	3.3				3.39722	0.11900000000000001	0.009000000000000001	0.001
FluSurv-NET	Overall	2024-03-16	202411	Overall	2.1				3.39722	0.11900000000000001	0.009000000000000001	0.001
FluSurv-NET	Overall	2024-03-23	202412	Overall	2.0				3.08528	0.10400000000000001	0.006999999999999999	0.001
FluSurv-NET	Overall	2024-03-23	202412	Overall	1.9				3.08528	0.10400000000000001	0.006999999999999999	0.001
FluSurv-NET	Overall	2024-03-23	202412	Overall	0.9				3.08528	0.10400000000000001	0.006999999999999999	0.001
FluSurv-NET	Overall	2024-03-23	202412	Overall	1.3				3.08528	0.10400000000000001	0.006999999999999999	0.001
FluSurv-NET	Overall	2024-03-23	202412	Overall	2.8				3.08528	0.10400000000000001	0.006999999999999999	0.001
FluSurv-NET	Overall	2024-03-23	202412	Overall	1.8				3.08528	0.10400000000000001	0.006999999999999999	0.001
FluSurv-NET	Overall	2024-03-23	202412	Overall	2.7				3.08528	0.10400000000000001	0.006999999999999999	0.001
FluSurv-NET	Overall	2024-03-23	202412	Overall	1.7				3.08528	0.10400000000000001	0.006999999999999999	0.001
FluSurv-NET	Overall	2024-03-30	202413	Overall	1.8				2.97703	0.092	0.006999999999999999	0.001
FluSurv-NET	Overall	2024-03-30	202413	Overall	1.7				2.97703	0.092	0.006999999999999999	0.001
FluSurv-NET	Overall	2024-03-30	202413	Overall	1.1				2.97703	0.092	0.006999999999999999	0.001
FluSurv-NET	Overall	2024-03-30	202413	Overall	1.2				2.97703	0.092	0.006999999999999999	0.001
FluSurv-NET	Overall	2024-03-30	202413	Overall	2.6				2.97703	0.092	0.006999999999999999	0.001
FluSurv-NET	Overall	2024-03-30	202413	Overall	1.7				2.97703	0.092	0.006999999999999999	0.001
FluSurv-NET	Overall	2024-03-30	202413	Overall	1.1				2.97703	0.092	0.006999999999999999	0.001
FluSurv-NET	Overall	2024-03-30	202413	Overall	1.6				2.97703	0.092	0.006999999999999999	0.001
FluSurv-NET	Overall	2024-04-06	202414	Overall	1.9				2.76586	0.075	0.006	0.001
FluSurv-NET	Overall	2024-04-06	202414	Overall	1.7				2.76586	0.075	0.006	0.001
FluSurv-NET	Overall	2024-04-06	202414	Overall	1.0				2.76586	0.075	0.006	0.001
FluSurv-NET	Overall	2024-04-06	202414	Overall	1.0				2.76586	0.075	0.006	0.001
FluSurv-NET	Overall	2024-04-06	202414	Overall	2.4				2.76586	0.075	0.006	0.001
FluSurv-NET	Overall	2024-04-06	202414	Overall	1.6				2.76586	0.075	0.006	0.001
FluSurv-NET	Overall	2024-04-06	202414	Overall	1.1				2.76586	0.075	0.006	0.001
FluSurv-NET	Overall	2024-04-06	202414	Overall	1.4				2.76586	0.075	0.006	0.001
FluSurv-NET	Overall	2024-04-13	202415	Overall	1.3				2.53824	0.057999999999999996	0.005	0.001
FluSurv-NET	Overall	2024-04-13	202415	Overall	1.3				2.53824	0.057999999999999996	0.005	0.001
FluSurv-NET	Overall	2024-04-13	202415	Overall	0.7				2.53824	0.057999999999999996	0.005	0.001
FluSurv-NET	Overall	2024-04-13	202415	Overall	0.9				2.53824	0.057999999999999996	0.005	0.001
FluSurv-NET	Overall	2024-04-13	202415	Overall	1.7				2.53824	0.057999999999999996	0.005	0.001
FluSurv-NET	Overall	2024-04-13	202415	Overall	1.4				2.53824	0.057999999999999996	0.005	0.001
FluSurv-NET	Overall	2024-04-13	202415	Overall	0.5				2.53824	0.057999999999999996	0.005	0.001
FluSurv-NET	Overall	2024-04-13	202415	Overall	1.2				2.53824	0.057999999999999996	0.005	0.001
FluSurv-NET	Overall	2024-04-20	202416	Overall	1.0				2.24747	0.048	0.003	0.0
FluSurv-NET	Overall	2024-04-20	202416	Overall	0.9				2.24747	0.048	0.003	0.0
FluSurv-NET	Overall	2024-04-20	202416	Overall	0.6				2.24747	0.048	0.003	0.0
FluSurv-NET	Overall	2024-04-20	202416	Overall	0.7				2.24747	0.048	0.003	0.0
FluSurv-NET	Overall	2024-04-20	202416	Overall	1.2				2.24747	0.048	0.003	0.0
FluSurv-NET	Overall	2024-04-20	202416	Overall	0.9				2.24747	0.048	0.003	0.0
FluSurv-NET	Overall	2024-04-20	202416	Overall	1.6				2.24747	0.048	0.003	0.0
FluSurv-NET	Overall	2024-04-20	202416	Overall	0.9				2.24747	0.048	0.003	0.0
FluSurv-NET	Overall	2024-04-27	202417	Overall	0.6				2.19144	0.038	0.003	0.0
FluSurv-NET	Overall	2024-04-27	202417	Overall	0.7				2.19144	0.038	0.003	0.0
FluSurv-NET	Overall	2024-04-27	202417	Overall	0.8				2.19144	0.038	0.003	0.0
FluSurv-NET	Overall	2024-04-27	202417	Overall	0.6				2.19144	0.038	0.003	0.0
FluSurv-NET	Overall	2024-04-27	202417	Overall	0.8				2.19144	0.038	0.003	0.0
FluSurv-NET	Overall	2024-04-27	202417	Overall	0.6				2.19144	0.038	0.003	0.0
FluSurv-NET	Overall	2024-04-27	202417	Overall	0.0				2.19144	0.038	0.003	0.0
FluSurv-NET	Overall	2024-04-27	202417	Overall	0.7				2.19144	0.038	0.003	0.0
FluSurv-NET	Overall	2024-05-04	202418	Overall	0.5				2.09931	0.032	0.003	0.0
FluSurv-NET	Overall	2024-05-04	202418	Overall	0.5				2.09931	0.032	0.003	0.0
FluSurv-NET	Overall	2024-05-04	202418	Overall	0.4				2.09931	0.032	0.003	0.0
FluSurv-NET	Overall	2024-05-04	202418	Overall	0.5				2.09931	0.032	0.003	0.0
FluSurv-NET	Overall	2024-05-04	202418	Overall	0.4				2.09931	0.032	0.003	0.0
FluSurv-NET	Overall	2024-05-04	202418	Overall	0.4				2.09931	0.032	0.003	0.0
FluSurv-NET	Overall	2024-05-04	202418	Overall	0.5				2.09931	0.032	0.003	0.0
FluSurv-NET	Overall	2024-05-04	202418	Overall	0.4				2.09931	0.032	0.003	0.0
FluSurv-NET	Overall	2024-05-11	202419	Overall	0.5				2.00488	0.023	0.002	0.0
FluSurv-NET	Overall	2024-05-11	202419	Overall	0.4				2.00488	0.023	0.002	0.0
FluSurv-NET	Overall	2024-05-11	202419	Overall	0.4				2.00488	0.023	0.002	0.0
FluSurv-NET	Overall	2024-05-11	202419	Overall	0.3				2.00488	0.023	0.002	0.0
FluSurv-NET	Overall	2024-05-11	202419	Overall	0.5				2.00488	0.023	0.002	0.0
FluSurv-NET	Overall	2024-05-11	202419	Overall	0.3				2.00488	0.023	0.002	0.0
FluSurv-NET	Overall	2024-05-11	202419	Overall	1.1				2.00488	0.023	0.002	0.0
FluSurv-NET	Overall	2024-05-11	202419	Overall	0.3				2.00488	0.023	0.002	0.0
FluSurv-NET	Overall	2024-05-18	202420	Overall	0.3				1.97657	0.018000000000000002	0.002	0.0
FluSurv-NET	Overall	2024-05-18	202420	Overall	0.3				1.97657	0.018000000000000002	0.002	0.0
FluSurv-NET	Overall	2024-05-18	202420	Overall	0.3				1.97657	0.018000000000000002	0.002	0.0
FluSurv-NET	Overall	2024-05-18	202420	Overall	0.4				1.97657	0.018000000000000002	0.002	0.0
FluSurv-NET	Overall	2024-05-18	202420	Overall	0.4				1.97657	0.018000000000000002	0.002	0.0
FluSurv-NET	Overall	2024-05-18	202420	Overall	0.2				1.97657	0.018000000000000002	0.002	0.0
FluSurv-NET	Overall	2024-05-18	202420	Overall	0.0				1.97657	0.018000000000000002	0.002	0.0
FluSurv-NET	Overall	2024-05-18	202420	Overall	0.3				1.97657	0.018000000000000002	0.002	0.0
FluSurv-NET	Overall	2024-05-25	202421	Overall	0.3				1.90707	0.016	0.002	0.0
FluSurv-NET	Overall	2024-05-25	202421	Overall	0.3				1.90707	0.016	0.002	0.0
FluSurv-NET	Overall	2024-05-25	202421	Overall	0.2				1.90707	0.016	0.002	0.0
FluSurv-NET	Overall	2024-05-25	202421	Overall	0.2				1.90707	0.016	0.002	0.0
FluSurv-NET	Overall	2024-05-25	202421	Overall	0.4				1.90707	0.016	0.002	0.0
FluSurv-NET	Overall	2024-05-25	202421	Overall	0.2				1.90707	0.016	0.002	0.0
FluSurv-NET	Overall	2024-05-25	202421	Overall	1.1				1.90707	0.016	0.002	0.0
FluSurv-NET	Overall	2024-05-25	202421	Overall	0.2				1.90707	0.016	0.002	0.0
FluSurv-NET	Overall	2024-06-01	202422	Overall	0.3				1.87651	0.016	0.002	0.0
FluSurv-NET	Overall	2024-06-01	202422	Overall	0.3				1.87651	0.016	0.002	0.0
FluSurv-NET	Overall	2024-06-01	202422	Overall	0.1				1.87651	0.016	0.002	0.0
FluSurv-NET	Overall	2024-06-01	202422	Overall	0.3				1.87651	0.016	0.002	0.0
FluSurv-NET	Overall	2024-06-01	202422	Overall	0.3				1.87651	0.016	0.002	0.0
FluSurv-NET	Overall	2024-06-01	202422	Overall	0.2				1.87651	0.016	0.002	0.0
FluSurv-NET	Overall	2024-06-01	202422	Overall	0.0				1.87651	0.016	0.002	0.0
FluSurv-NET	Overall	2024-06-01	202422	Overall	0.2				1.87651	0.016	0.002	0.0
FluSurv-NET	Overall	2024-06-08	202423	Overall	0.2				1.66065	0.015	0.002	0.0
FluSurv-NET	Overall	2024-06-08	202423	Overall	0.2				1.66065	0.015	0.002	0.0
FluSurv-NET	Overall	2024-06-08	202423	Overall	0.2				1.66065	0.015	0.002	0.0
FluSurv-NET	Overall	2024-06-08	202423	Overall	0.5				1.66065	0.015	0.002	0.0
FluSurv-NET	Overall	2024-06-08	202423	Overall	0.2				1.66065	0.015	0.002	0.0
FluSurv-NET	Overall	2024-06-08	202423	Overall	0.1				1.66065	0.015	0.002	0.0
FluSurv-NET	Overall	2024-06-08	202423	Overall	0.0				1.66065	0.015	0.002	0.0
FluSurv-NET	Overall	2024-06-08	202423	Overall	0.2				1.66065	0.015	0.002	0.0
FluSurv-NET	Overall	2024-06-15	202424	Overall	0.2				1.58178	0.013000000000000001	0.001	0.0
FluSurv-NET	Overall	2024-06-15	202424	Overall	0.2				1.58178	0.013000000000000001	0.001	0.0
FluSurv-NET	Overall	2024-06-15	202424	Overall	0.1				1.58178	0.013000000000000001	0.001	0.0
FluSurv-NET	Overall	2024-06-15	202424	Overall	0.2				1.58178	0.013000000000000001	0.001	0.0
FluSurv-NET	Overall	2024-06-15	202424	Overall	0.2				1.58178	0.013000000000000001	0.001	0.0
FluSurv-NET	Overall	2024-06-15	202424	Overall	0.2				1.58178	0.013000000000000001	0.001	0.0
FluSurv-NET	Overall	2024-06-15	202424	Overall	0.0				1.58178	0.013000000000000001	0.001	0.0
FluSurv-NET	Overall	2024-06-15	202424	Overall	0.1				1.58178	0.013000000000000001	0.001	0.0
FluSurv-NET	Overall	2024-06-22	202425	Overall	0.2				1.49244	0.01	0.001	0.0
FluSurv-NET	Overall	2024-06-22	202425	Overall	0.2				1.49244	0.01	0.001	0.0
FluSurv-NET	Overall	2024-06-22	202425	Overall	0.2				1.49244	0.01	0.001	0.0
FluSurv-NET	Overall	2024-06-22	202425	Overall	0.2				1.49244	0.01	0.001	0.0
FluSurv-NET	Overall	2024-06-22	202425	Overall	0.2				1.49244	0.01	0.001	0.0
FluSurv-NET	Overall	2024-06-22	202425	Overall	0.3				1.49244	0.01	0.001	0.0
FluSurv-NET	Overall	2024-06-22	202425	Overall	0.0				1.49244	0.01	0.001	0.0
FluSurv-NET	Overall	2024-06-22	202425	Overall	0.2				1.49244	0.01	0.001	0.0
FluSurv-NET	Overall	2024-06-29	202426	Overall	0.2				1.4663	0.009000000000000001	0.001	0.0
FluSurv-NET	Overall	2024-06-29	202426	Overall	0.2				1.4663	0.009000000000000001	0.001	0.0
FluSurv-NET	Overall	2024-06-29	202426	Overall	0.2				1.4663	0.009000000000000001	0.001	0.0
FluSurv-NET	Overall	2024-06-29	202426	Overall	0.2				1.4663	0.009000000000000001	0.001	0.0
FluSurv-NET	Overall	2024-06-29	202426	Overall	0.2				1.4663	0.009000000000000001	0.001	0.0
FluSurv-NET	Overall	2024-06-29	202426	Overall	0.1				1.4663	0.009000000000000001	0.001	0.0
FluSurv-NET	Overall	2024-06-29	202426	Overall	0.0				1.4663	0.009000000000000001	0.001	0.0
FluSurv-NET	Overall	2024-06-29	202426	Overall	0.1				1.4663	0.009000000000000001	0.001	0.0
FluSurv-NET	Overall	2024-07-06	202427	Overall	0.2				1.37639	0.01	0.001	0.0
FluSurv-NET	Overall	2024-07-06	202427	Overall	0.2				1.37639	0.01	0.001	0.0
FluSurv-NET	Overall	2024-07-06	202427	Overall	0.2				1.37639	0.01	0.001	0.0
FluSurv-NET	Overall	2024-07-06	202427	Overall	0.2				1.37639	0.01	0.001	0.0
FluSurv-NET	Overall	2024-07-06	202427	Overall	0.2				1.37639	0.01	0.001	0.0
FluSurv-NET	Overall	2024-07-06	202427	Overall	0.1				1.37639	0.01	0.001	0.0
FluSurv-NET	Overall	2024-07-06	202427	Overall	0.5				1.37639	0.01	0.001	0.0
FluSurv-NET	Overall	2024-07-06	202427	Overall	0.2				1.37639	0.01	0.001	0.0
FluSurv-NET	Overall	2024-07-13	202428	Overall	0.2				1.45548	0.008	0.001	0.0
FluSurv-NET	Overall	2024-07-13	202428	Overall	0.2				1.45548	0.008	0.001	0.0
FluSurv-NET	Overall	2024-07-13	202428	Overall	0.2				1.45548	0.008	0.001	0.0
FluSurv-NET	Overall	2024-07-13	202428	Overall	0.2				1.45548	0.008	0.001	0.0
FluSurv-NET	Overall	2024-07-13	202428	Overall	0.2				1.45548	0.008	0.001	0.0
FluSurv-NET	Overall	2024-07-13	202428	Overall	0.2				1.45548	0.008	0.001	0.0
FluSurv-NET	Overall	2024-07-13	202428	Overall	0.0				1.45548	0.008	0.001	0.0
FluSurv-NET	Overall	2024-07-13	202428	Overall	0.1				1.45548	0.008	0.001	0.0
FluSurv-NET	Overall	2024-07-20	202429	Overall	0.1				1.45233	0.006999999999999999	0.001	0.0
FluSurv-NET	Overall	2024-07-20	202429	Overall	0.1				1.45233	0.006999999999999999	0.001	0.0
FluSurv-NET	Overall	2024-07-20	202429	Overall	0.1				1.45233	0.006999999999999999	0.001	0.0
FluSurv-NET	Overall	2024-07-20	202429	Overall	0.1				1.45233	0.006999999999999999	0.001	0.0
FluSurv-NET	Overall	2024-07-20	202429	Overall	0.2				1.45233	0.006999999999999999	0.001	0.0
FluSurv-NET	Overall	2024-07-20	202429	Overall	0.1				1.45233	0.006999999999999999	0.001	0.0
FluSurv-NET	Overall	2024-07-20	202429	Overall	0.0				1.45233	0.006999999999999999	0.001	0.0
FluSurv-NET	Overall	2024-07-20	202429	Overall	0.1				1.45233	0.006999999999999999	0.001	0.0
FluSurv-NET	Overall	2024-07-27	202430	Overall	0.1				1.52211	0.006	0.001	0.0
FluSurv-NET	Overall	2024-07-27	202430	Overall	0.1				1.52211	0.006	0.001	0.0
FluSurv-NET	Overall	2024-07-27	202430	Overall	0.1				1.52211	0.006	0.001	0.0
FluSurv-NET	Overall	2024-07-27	202430	Overall	0.0				1.52211	0.006	0.001	0.0
FluSurv-NET	Overall	2024-07-27	202430	Overall	0.2				1.52211	0.006	0.001	0.0
FluSurv-NET	Overall	2024-07-27	202430	Overall	0.1				1.52211	0.006	0.001	0.0
FluSurv-NET	Overall	2024-07-27	202430	Overall	0.0				1.52211	0.006	0.001	0.0
FluSurv-NET	Overall	2024-07-27	202430	Overall	0.1				1.52211	0.006	0.001	0.0
FluSurv-NET	Overall	2024-08-03	202431	Overall	0.1				1.53543	0.006	0.001	0.0
FluSurv-NET	Overall	2024-08-03	202431	Overall	0.1				1.53543	0.006	0.001	0.0
FluSurv-NET	Overall	2024-08-03	202431	Overall	0.1				1.53543	0.006	0.001	0.0
FluSurv-NET	Overall	2024-08-03	202431	Overall	0.0				1.53543	0.006	0.001	0.0
FluSurv-NET	Overall	2024-08-03	202431	Overall	0.0				1.53543	0.006	0.001	0.0
FluSurv-NET	Overall	2024-08-03	202431	Overall	0.1				1.53543	0.006	0.001	0.0
FluSurv-NET	Overall	2024-08-03	202431	Overall	0.0				1.53543	0.006	0.001	0.0
FluSurv-NET	Overall	2024-08-03	202431	Overall	0.1				1.53543	0.006	0.001	0.0
FluSurv-NET	Overall	2024-08-10	202432	Overall	0.1				1.53984	0.005	0.001	0.0
FluSurv-NET	Overall	2024-08-10	202432	Overall	0.1				1.53984	0.005	0.001	0.0
FluSurv-NET	Overall	2024-08-10	202432	Overall	0.1				1.53984	0.005	0.001	0.0
FluSurv-NET	Overall	2024-08-10	202432	Overall	0.1				1.53984	0.005	0.001	0.0
FluSurv-NET	Overall	2024-08-10	202432	Overall	0.2				1.53984	0.005	0.001	0.0
FluSurv-NET	Overall	2024-08-10	202432	Overall	0.1				1.53984	0.005	0.001	0.0
FluSurv-NET	Overall	2024-08-10	202432	Overall	0.0				1.53984	0.005	0.001	0.0
FluSurv-NET	Overall	2024-08-10	202432	Overall	0.1				1.53984	0.005	0.001	0.0
FluSurv-NET	Overall	2024-08-17	202433	Overall	0.1				1.56577	0.005	0.001	0.0
FluSurv-NET	Overall	2024-08-17	202433	Overall	0.1				1.56577	0.005	0.001	0.0
FluSurv-NET	Overall	2024-08-17	202433	Overall	0.3				1.56577	0.005	0.001	0.0
FluSurv-NET	Overall	2024-08-17	202433	Overall	0.0				1.56577	0.005	0.001	0.0
FluSurv-NET	Overall	2024-08-17	202433	Overall	0.2				1.56577	0.005	0.001	0.0
FluSurv-NET	Overall	2024-08-17	202433	Overall	0.1				1.56577	0.005	0.001	0.0
FluSurv-NET	Overall	2024-08-17	202433	Overall	0.0				1.56577	0.005	0.001	0.0
FluSurv-NET	Overall	2024-08-17	202433	Overall	0.1				1.56577	0.005	0.001	0.0
FluSurv-NET	Overall	2024-08-24	202434	Overall	0.1				1.76988	0.004	0.001	0.0
FluSurv-NET	Overall	2024-08-24	202434	Overall	0.1				1.76988	0.004	0.001	0.0
FluSurv-NET	Overall	2024-08-24	202434	Overall	0.1				1.76988	0.004	0.001	0.0
FluSurv-NET	Overall	2024-08-24	202434	Overall	0.0				1.76988	0.004	0.001	0.0
FluSurv-NET	Overall	2024-08-24	202434	Overall	0.1				1.76988	0.004	0.001	0.0
FluSurv-NET	Overall	2024-08-24	202434	Overall	0.1				1.76988	0.004	0.001	0.0
FluSurv-NET	Overall	2024-08-24	202434	Overall	0.0				1.76988	0.004	0.001	0.0
FluSurv-NET	Overall	2024-08-24	202434	Overall	0.1				1.76988	0.004	0.001	0.0
FluSurv-NET	Overall	2024-08-31	202435	Overall	0.1				1.93414	0.004	0.001	0.0
FluSurv-NET	Overall	2024-08-31	202435	Overall	0.1				1.93414	0.004	0.001	0.0
FluSurv-NET	Overall	2024-08-31	202435	Overall	0.2				1.93414	0.004	0.001	0.0
FluSurv-NET	Overall	2024-08-31	202435	Overall	0.1				1.93414	0.004	0.001	0.0
FluSurv-NET	Overall	2024-08-31	202435	Overall	0.1				1.93414	0.004	0.001	0.0
FluSurv-NET	Overall	2024-08-31	202435	Overall	0.1				1.93414	0.004	0.001	0.0
FluSurv-NET	Overall	2024-08-31	202435	Overall	0.0				1.93414	0.004	0.001	0.0
FluSurv-NET	Overall	2024-08-31	202435	Overall	0.1				1.93414	0.004	0.001	0.0
FluSurv-NET	Overall	2024-09-07	202436	Overall	0.1				1.9202	0.004	0.001	0.0
FluSurv-NET	Overall	2024-09-07	202436	Overall	0.1				1.9202	0.004	0.001	0.0
FluSurv-NET	Overall	2024-09-07	202436	Overall	0.1				1.9202	0.004	0.001	0.0
FluSurv-NET	Overall	2024-09-07	202436	Overall	0.0				1.9202	0.004	0.001	0.0
FluSurv-NET	Overall	2024-09-07	202436	Overall	0.1				1.9202	0.004	0.001	0.0
FluSurv-NET	Overall	2024-09-07	202436	Overall	0.1				1.9202	0.004	0.001	0.0
FluSurv-NET	Overall	2024-09-07	202436	Overall	0.0				1.9202	0.004	0.001	0.0
FluSurv-NET	Overall	2024-09-07	202436	Overall	0.1				1.9202	0.004	0.001	0.0
FluSurv-NET	Overall	2024-09-14	202437	Overall	0.1				1.95528	0.005	0.001	0.0
FluSurv-NET	Overall	2024-09-14	202437	Overall	0.1				1.95528	0.005	0.001	0.0
FluSurv-NET	Overall	2024-09-14	202437	Overall	0.0				1.95528	0.005	0.001	0.0
FluSurv-NET	Overall	2024-09-14	202437	Overall	0.1				1.95528	0.005	0.001	0.0
FluSurv-NET	Overall	2024-09-14	202437	Overall	0.1				1.95528	0.005	0.001	0.0
FluSurv-NET	Overall	2024-09-14	202437	Overall	0.1				1.95528	0.005	0.001	0.0
FluSurv-NET	Overall	2024-09-14	202437	Overall	0.0				1.95528	0.005	0.001	0.0
FluSurv-NET	Overall	2024-09-14	202437	Overall	0.1				1.95528	0.005	0.001	0.0
